Idiom,Meaning
살을 떨다,몹시 무섭거나 격분하여 온몸을 떨다.
살을 먹이다,화살을 활시위에 대고 활을 당기다.
살을 박다,남을 공박하며 독살스럽게 말하다.
살을 에고 소금 치는 소리,따끔하고 신랄한 말.
살이 끼다,"사람이나 물건 따위를 해치는 불길한 기운이 들러붙다.,띠앗 없게 하는 기운이 들러붙다."
살이 뻗치다,"사람이나 물건 따위를 해치는 불길한 기운이 들러붙다.,띠앗 없게 하는 기운이 들러붙다."
살이 살을 먹고 쇠가 쇠를 먹는다,"동포 형제나 가까운 이웃, 친척끼리 서로 해치려 함을 비유적으로 이르는 말."
살이 서다,"사람이나 물건 따위를 해치는 불길한 기운이 들러붙다.,띠앗 없게 하는 기운이 들러붙다."
살찐 놈 따라 붓는다, 남이 하는 짓을 무리하게 흉내 냄을 비웃는 말.
삶은 개 다리 버드러지듯,삶으면 빳빳하게 버드러지는 개 다리처럼 어떤 것이 빳빳한 모양을 비유적으로 이르는 말.
삶은 호박에 이 안 들 소리, 전혀 사리에 맞지 않는 말을 함을 비유적으로 이르는 말.
삼 년 가뭄에 하루 쓸 날 없다,계속 날이 개어 있다가 무슨 일을 하려고 하는 날 공교롭게도 날씨가 궂어 일을 그르치는 경우를 비유적으로 이르는 말.
삼 년 가뭄에는 살아도 석 달 장마에는 못 산다,가뭄 피해보다 장마 피해가 더 무서움을 이르는 말.
삼 년 남의집살고 주인 성 묻는다, 주위에서 벌어지는 일에 전혀 무관심한 사람이 어쩌다가 관심을 가지는 경우를 비유적으로 이르는 말.
삼 년 묵은 새댁이 고콜불에 속곳 밑 말려 입고 간다,어떤 일을 기다리기만 하고 준비는 전혀 되어 있지 않음을 비유적으로 이르는 말.
삼 년 묵은 재터에서 불이 난다, 불안하던 걱정이나 풀리지 않던 마음이 시원하게 됨을 비유적으로 이르는 말.
삼 년 벌던 논밭도 다시 돌아보고 산다," 이미 잘 알고 있는 일이라도 정작 제가 책임을 맡게 되면 다시 한번 이것저것 따져 보게 됨을 비유적으로 이르는 말.,조심스럽게 하나하나 다 따져 보아 자신에게 손해가 없으면 그때 일을 진행하여야 함을 이르는 말."
삼 동서 김 한 장 먹듯, 눈 깜짝할 사이에 먹어 치움을 이르는 말.
삼 동서가 모이면 황소도 잡는다,동서가 많으면 큰일도 거뜬히 치러 낼 수 있음을 이르는 말.
삼각산 밑에서 짠물 먹는 놈, 인색하고 매정한 사람을 이르는 말.
삼간초가가 다 타도 빈대 죽어 좋다,비록 자기에게 큰 손해가 있더라도 제 마음에 들지 아니하던 것이 없어지는 것만은 상쾌하다는 말.
삼대 구 년 만에,매우 오랜만에.
삼밭에 한 번 똥 싼 개는 늘 싼 줄 안다, 한 번 잘못을 저지르다 사람들의 눈에 띄면 늘 의심을 받게 됨을 이르는 말.
삼수갑산에 가는 한이 있어도,자신에게 닥쳐올 어떤 위험도 무릅쓰고라도 어떤 일을 단행할 때 하는 말.
삼정승 부러워 말고 내 한 몸 튼튼히 가지라,권세나 권세 있는 사람들의 도움에 헛된 욕심을 두지 말고 제 몸의 건강이나 바른 행실을 위해 힘쓰라는 말.
삼정승을 사귀지 말고 내 한 몸을 조심하라,권세나 권세 있는 사람들의 도움에 헛된 욕심을 두지 말고 제 몸의 건강이나 바른 행실을 위해 힘쓰라는 말.
삼천갑자 동방삭이도 저 죽을 날은 몰랐다, 아무리 현명하다고 해도 사람은 누구나 자기에게 닥쳐올 운명에 대해서는 잘 알지 못함을 비유적으로 이르는 말.
삼춘고한 가문 날에 감우 오니 즐거운 일, 몹시 바라고 기다리던 일이 이루어져 매우 반갑고 즐거움을 비유적으로 이르는 말.
삼현 육각 잡히고 시집간 사람 잘산 데 없다, 호화롭게 시집간 사람이 불행하게 사는 수가 많음을 이르는 말.
삿갓 씌우다,손해를 입히거나 책임을 지우다.
상 보이다,앞날의 길흉화복을 알기 위하여 남에게 관상을 보여 주다.
상감님 망건 사러 가는 돈도 써야만 하겠다, 나중에 어떤 벌을 받을지라도 우선 급한 것부터 해결하여야 하겠다고 단정하여 이르는 말.
상농은 밭을 가꾸고 중농은 곡식을 가꾸고 하농은 풀을 가꾼다,진짜 농사를 잘 짓는 농사꾼은 밭을 기름지게 가꾸는 반면 농사를 못 짓는 사람일수록 쓸데없는 풀만 가꿈을 이르는 말.
상두군이 지나간 무덤 앞 같다, 몹시 음침하고 쓸쓸함을 비유적으로 이르는 말.
상두꾼에도 순번이 있고 초라니탈에도 차례가 있다,모든 일에는 차례와 순서가 있음을 비유적으로 이르는 말.
상여 나갈 때 귀청 내 달란다, 매우 바쁘고 어수선한 때 그와 상관도 없는 엉뚱한 일을 해 달라고 조름을 비유적으로 이르는 말.
상인은 설워 아니 하는데 복인이 더 설워한다,직접 일을 당한 사람보다도 오히려 다른 사람이 더 걱정하고 있음을 비유적으로 이르는 말.
상전벽해 되어도 비켜설 곳 있다, 아무리 큰 재해 속에서도 살아날 가망은 있음을 이르는 말.
상전은 말은 믿고 살아도 종은 믿고 못 산다, 사람은 동물만큼도 믿을 수 없음을 비유적으로 이르는 말.
상전은 미고 살아도 종은 미고 못 산다,상전은 미워하고 괄시하여도 살 수 있으나 같은 신분인 종끼리 미워하고 괄시하면서는 살 수 없음을 이르는 말.
상전의 빨래에 종의 발뒤축이 희다, 하기 싫어 마지못해 하는 남의 일이라도 해 주고 나면 얼마간의 이득은 있음을 비유적으로 이르는 말.
상주 보고 제삿날 다툰다, 어떤 방면에 아주 잘 아는 사람을 상대로 어리석게 제 의견을 고집함을 비웃는 말.
상추밭에 똥 싼 개는 저 개 저 개 한다, 한 번 잘못을 저지르다 사람들의 눈에 띄면 늘 의심을 받게 됨을 이르는 말.
상투 위에 올라앉다,상대를 만만하게 보고 기어오르는 행동을 이르는 말.
상팔십이 내 팔자, 가난이 팔자임을 비유적으로 이르는 말.
새 까먹은 소리, 근거 없는 말을 듣고 퍼뜨린 헛소문을 비유적으로 이르는 말.
새 도랑 내지 말고 옛 도랑 메우지 말라,새로운 법을 내려고 하기보다 오히려 옛 법을 잘 운영함이 나음을 비유적으로 이르는 말.
새 량반은 묵은 량반보다 돈에 들어서는 더 무섭다, 후에 나타난 놈이 오히려 더 인색하고 지독한 경우를 비유적으로 이르는 말.
새 바지에 똥 싼다,"염치없는 행동을 비유적으로 이르는 말.,잘된 것을 만져서 도리어 못 되게 그르치는 경우를 비유적으로 이르는 말."
새 발의 피, 아주 하찮은 일이나 극히 적은 분량임을 비유적으로 이르는 말.
새 보다,곡식밭이나 곡식 널어놓은 곳 따위에서 새를 쫓기 위하여 살펴보며 지키다.
새 오리 장가가면 헌 오리 나도 한다, 남이 하는 대로 무턱대고 자기도 하겠다고 따라나서는 주책없는 행동을 비유적으로 이르는 말.
새 잎에 눈 다치랴, 하찮은 것에 해를 입을 리 없음을 비유적으로 이르는 말.
새 정이 옛정만 못하다,사람의 인정이란 오랜 것이 더 좋음을 비유적으로 이르는 말.
새 한 마리도 백 놈이 갈라 먹는다,아무리 작은 것이라도 서로 의만 좋으면 여러 사람이 나누어 먹거나 나누어 가질 수 있음을 비유적으로 이르는 말.
새끼 많은 거지 말 많은 장자, 가난한 살림에서는 자식이 많으면 살림이 매우 궁해짐을 비유적으로 이르는 말.
새끼 많이 둔 소 길마 벗을 날 없다, 자식이 많은 부모는 자식을 먹여 키우기 위하여 쉴 새 없이 고생만 하게 됨을 비유적으로 이르는 말.
새도 보금자리가 있고 다람쥐도 제 굴이 있다,짐승도 다 제집이 있는데 하물며 사람으로서 어찌 집이 없을 수 있겠느냐는 말.
새도 앉는 데마다 깃이 든다,여기저기 옮겨 다니는 것은 좋지 못함을 비유적으로 이르는 말.
새도 염불 하고 쥐도 방귀를 뀐다,여러 사람이 모여 노는 데에서 수줍어서 노래나 춤을 하지 못하는 사람을 놀리는 말.
새로 집 지은 후 삼 년은 마음을 못 놓는다,새로 집을 짓고 살면 처음 삼 년은 무슨 사고가 있을까 하여 마음을 놓지 못한다는 말.
새매도 오래면 꿩을 잡는다, 어떤 분야에 대하여 지식과 경험이 전혀 없는 사람이라도 그 분야에 오래 있으면 얼마간의 지식과 경험을 갖게 됨을 이르는 말.
새벽 호랑이 중이나 개를 헤아리지 않는다,다급해지면 무엇이든지 가릴 여지가 없어짐을 비유적으로 이르는 말.
새벽길을 걸어도 대문까지 못 나간다,아무리 일찍부터 서둘러도 도무지 능률이 오르지 아니하는 경우를 비유적으로 이르는 말.
새사람 들여 삼 년,새로 일을 벌이는 때에는 적어도 삼 년은 두고 봐서 탈이 없어야 안심할 수 있다는 말.
새우 간을 빼 먹겠다, 자신의 이익을 위해서는 아주 작은 것에 대해서도 탐욕을 부림을 비유적으로 이르는 말.
색 먹다,노여운 생각이 들어서 정색을 하다.
색시 귀신에 붙들리면 발을 못 뺀다,시집도 못 가고 죽은 처녀 원혼의 빌미는 무서움을 비유적으로 이르는 말.
색시 그루는 다홍치마 적에 앉혀야 한다,"아내나 새 며느리를 길들이고 법도를 세우려면 다홍치마를 입는 새색시 때부터 똑바로 가르쳐야 한다는 말.,못된 버릇을 고치고 좋은 버릇을 들이려면 못된 버릇을 처음부터 다잡아서 길들여야 함을 비유적으로 이르는 말."
색시 후행을 가면 서까래 세여 보고 온다,신부의 후행으로 신랑 집에 가면 그 집의 살림이 넉넉한가 어떤가 하는 것부터 살펴보고 돌아온다는 말.
색안경 쓰다,좋지 아니한 감정이나 주관적인 선입관을 가지다.
샘은 천 길 물속에서도 솟는다,새롭고 정의로운 것은 어떠한 장애도 극복하고 반드시 빛을 나타내고야 맒을 비유적으로 이르는 말.
샛바람에 게 눈 감기듯," 몹시 졸린 모양을 비유적으로 이르는 말.,날이 잘 가묾을 비유적으로 이르는 말."
생가죽 벗기다,갖은 수단으로 모두 빼앗다.
생마 갈기 외로 길지 바로 길지," 사람이 자라서 착하게 될지 못되게 될지는 분간하기 어려움을 비유적으로 이르는 말.,장차 어떤 일이 어떻게 변하여 갈지 도무지 가늠할 수 없음을 비유적으로 이르는 말."
생사람 잡다,아무 잘못이나 관계가 없는 사람을 헐뜯거나 죄인으로 몰다.
생쥐 고양이한테 덤비는 격,이겨 낼 가망이 없을 뿐만 아니라 죽을지도 모르는데 덤벼드는 것을 비유적으로 이르는 말.
생쥐 볼가심할 것도 없다, 먹을 것이라고는 아무것도 없고 몹시 가난함을 비유적으로 이르는 말.
서 발 막대 거칠 것 없다," 가난한 집안이라 세간이 아무것도 없음을 비유적으로 이르는 말.,주위에 조심스러운 사람도 없고 아무것도 거리낄 것이 없음을 비유적으로 이르는 말."
서 홉에도 참견 닷 홉에도 참견, 부질없이 아무 일에나 참견함을 비유적으로 이르는 말.
서낭에 가 절만 한다, 영문도 모르고 남이 하는 대로만 따라 함을 비유적으로 이르는 말.
서낭에 나다,"어떤 물건으로 인하여 재앙이 생기다.,물건값이 어처구니없이 싸다."
서당 개 삼 년에 풍월 한다, 어떤 분야에 대하여 지식과 경험이 전혀 없는 사람이라도 그 부문에 오래 있으면 얼마간의 지식과 경험을 갖게 된다는 것을 비유적으로 이르는 말.
서당 아이들은 초달에 매여 산다, 벌이 엄해야 비로소 질서가 잡힘을 비유적으로 이르는 말.
서리 같은 칼,찬 서리같이 흰 빛이 번뜩이는 날카로운 칼.
서리를 기다리는 마가을 초목," 운명의 마지막 시기를 걷는 존재를 비유적으로 이르는 말.,죽기를 기다리는 가냘픈 존재를 비유적으로 이르는 말."
서릿발 이다,머리카락이 하얗게 세다.
서방 맞히다,남편을 얻게 하다.
서울 가 본 놈하고 안 가 본 놈하고 싸우면 서울 가 본 놈이 못 이긴다,"실지로 해 보거나 직접 눈으로 본 사람은 사실대로만 말하지만, 실지로 해 보거나 직접 눈으로 보지 아니한 사람은 오히려 더 그럴듯한 이론이나 과장된 이야기를 말해서 더 그럴듯하고 더 엄청나게 이야기함을 비유적으로 이르는 말."
서울 가는 놈 감투 부탁 받은 격," 남의 부탁을 받고서도 거기에는 관심이 전혀 없는 경우를 비유적으로 이르는 말.,남의 귀찮은 부탁을 달갑지 않게 여기면서 마지못해 받는 경우를 비유적으로 이르는 말."
서울 길도 물어서 가라,쉬운 일일지라도 신중을 기하여 실수가 없게 하여야 함을 비유적으로 이르는 말.
서울 놈의 글 꼭질 모른다고 말꼭지야 모르랴, 글을 모른다고 너무 무시하지 말 것을 비유적으로 이르는 말.
서울 량반은 글 힘으로 살고 시골 농군은 일힘으로 산다, 모든 사람은 자기의 격식대로 살아 나간다는 것을 비유적으로 이르는 말.
